"Dye.Pattern","Sex","Right.Tag","Left.Tag","Numerical.Age","Mass","Length","Month","Day","Year","Zygomatic.Arch","Social.Group","vijay"
"V2","Female",478,479,0,0.53,32,7,22,2002,43,"H-Talus",0
"V2","Female",478,479,0,1.2,45,8,15,2002,43.3,"H-Talus",0
"V2","Female",478,479,1,1.05,46,6,16,2003,49.9,"H-Talus",0
"V2","Female",478,479,1,3.04,58,8,9,2003,58.6,"H-Talus",0
"V2","Female",620,479,2,4,65,7,25,2004,68.2,"H-Talus",0
"V2","Female",478,479,1,0.7,40,5,26,2003,49.2,"H-Talus",0
"V3","Male",354,355,0,0.83,41,7,30,2002,43.6,"H-Talus",0
"V3","Male",510,621,2,4.65,72,7,25,2004,64,"H-Talus",0
"V3","Male",354,355,1,1.15,48.5,6,16,2003,51.5,"H-Talus",0
"V4","Female",496,497,0,0.88,42,8,1,2002,40,"H-Talus",0
"V4","Male",496,497,0,1.25,43,8,13,2002,44.93,"H-Talus",0
"V5","Female",369,368,0,1.2,41,8,13,2002,42.9,"H-Talus",0
"V5","Unknown",369,368,0,1,43,8,9,2002,47.73,"H-Talus",0
"VG","Male","NA",340,6,6.9,69,8,12,2001,73.1,"H-Talus",0
"W","Female",128,75,3,4.85,64,8,6,1999,61.6,"K-Talus",1
"W","Female",128,75,4,3.65,60.5,6,16,2000,65.2,"K-Talus",1
"W1","Unknown",326,327,0,1.23,38,7,31,2001,51.1,"Pika Creek",0
"W1","Unknown",326,327,0,2.58,45,8,14,2001,53.4,"Pika Creek",0
"W1","Unknown",326,327,0,0.95,35,7,17,2001,49.1,"Pika Creek",0
"X","Male",92,93,2,5.45,69,8,18,1999,66.4,"West Snowplot",0
"X","Male",92,93,3,6.5,73,8,20,2000,74.2,"West Snowplot",0
"X","Male",92,93,4,4.5,66,6,24,2001,73,"West Snowplot",0
"X","Male",92,93,4,6.25,74,7,31,2001,75.1,"West Snowplot",0
"X","Male",92,93,3,5.1,69,7,22,2000,72.6,"West Snowplot",0
"X","Male",436,437,5,7.55,70,8,15,2002,77.2,"West Snowplot",0
"X","Male",436,437,6,4.15,73,6,4,2003,77.2,"West Snowplot",0
"X","Male",436,437,5,6.65,35,7,20,2002,76.1,"West Snowplot",0
"X1","Female",306,307,0,0.55,33,7,23,2001,41.3,"Oblivion 3",0
"X1","Female",306,349,1,0.93,45,6,12,2002,47.2,"Oblivion 3",0
"X2","Male",308,309,0,1.13,42,8,14,2001,47.3,"Oblivion 3",0
"X2","Male",308,309,1,2.03,53,7,12,2002,55.3,"Oblivion 3",0
"X2","Male",308,309,1,2.6,56.5,7,27,2002,57.77,"Oblivion 3",0
"X2","Male",308,309,1,2.88,59,8,2,2002,55.65,"Oblivion 3",0
"X2","Male",308,509,2,2.08,63,6,6,2003,59.8,"Oblivion 3",0
"X2","Male",308,509,2,2.6,56,6,16,2003,57.6,"Oblivion 3",0
"X2","Male",308,509,2,2.8,56,6,21,2003,60,"Oblivion 3",0
"X2","Male",308,309,0,0.68,36,7,23,2001,43.6,"Oblivion 3",0
"XX10","Unknown","NA","NA",0,0.33,30,7,14,2002,38.8,"Narnia",1
"Y","Female",72,73,3,4.35,59,8,6,1999,62.7,"K-Talus",1
"Y","Female",72,73,3,4.8,64,8,21,1999,62.4,"K-Talus",1
"Y","Female",72,73,5,3.93,66,6,27,2001,68,"K-Talus",1
"Y","Female",72,73,4,5.45,63,8,21,2000,65.6,"K-Talus",1
"Y1","Female",428,429,0,0.65,36,7,17,2002,45.8,"West",1
"Y1","Female",428,429,1,3.1,60,7,30,2003,59.5,"West",1
"Y1","Female",646,429,2,5.18,73.5,8,7,2004,67.9,"West",1
"Y1","Female",428,429,1,3.4,62,8,8,2003,62,"West",1
"Y2","Male",430,431,0,0.73,36,7,17,2002,46.2,"West",1
"Y3","Male",488,489,0,1.05,38,7,26,2002,46.8,"West",1
"Y3","Male",488,489,0,2.23,46,8,16,2002,51.4,"West",1
"Y4","Female",490,491,0,1.25,45,8,2,2002,40.17,"West",1
"Y4","Female",490,491,0,1,41,7,26,2002,47,"West",1
"Y5","Male",492,493,0,0.78,38,7,26,2002,44.8,"West",1
"Y5","Male",492,493,0,1,45,8,5,2002,39.87,"West",1
"Y5","Male",492,493,0,1.48,40,8,16,2002,49.4,"West",1
"Y6","Unknown",469,470,0,1.35,40.5,8,5,2002,40.3,"West",1
"Z","Male",114,115,4,6.75,69,8,24,1999,74.9,"Sched",0
"Z","Male",114,115,5,"NA","NA",7,27,2000,"NA","Sched",0
"osat","Unknown",15,16,0,0.3,28,7,12,1999,39.7,"Camp Creek",1
"osat","Unknown",61,16,0,0.87,35,7,30,1999,45.3,"Camp Creek",1
"osat","Unknown",61,16,0,1.66,42,8,27,1999,49.9,"Camp Creek",1
"sad face","Female",110,111,4,6.05,68,8,22,1999,69.7,"West",1
"sad face","Female",110,111,5,3.3,61,6,19,2000,66.7,"West",1
"sad face","Female",110,111,6,5.7,69,7,30,2001,69.4,"West",1
"sad face","Female",110,111,7,4.63,72,7,23,2002,67.8,"West",1
"sad face","Female",110,111,8,6.2,70,7,30,2003,67.7,"West",1
"sad face","Female",110,111,5,5.63,68.5,8,10,2000,70.8,"West",1
"shit","Male",11,12,4,5.1,70,7,9,1999,75.8,"West",1
"smiley face","Male",108,109,3,6.73,68,8,11,2000,73.4,"West",1
"smiley face","Male",108,109,2,6.15,67,8,22,1999,70.3,"West",1
"spot","Male",7,8,4,5.3,69,7,6,1999,76.9,"unknown",0
"spot","Male",7,8,4,5.55,"NA",7,14,1999,"NA","unknown",0
"undyed2","Unknown",282,"NA",3,5.38,"NA",7,2,2001,71.6,"Oblivion 2",0
"xx1","Unknown",35,36,0,0.6,32,7,15,1999,43.8,"Sched",0
"xx2","Unknown",37,38,0,0.55,30,7,15,1999,41.9,"Sched",0
"xx3","Unknown",39,40,0,0.63,31,7,15,1999,44.4,"Sched",0
"xx3","Unknown",39,40,0,2.2,42,8,24,1999,53.9,"Sched",0
"xx4","Unknown",41,42,0,2,47,8,23,1999,50.5,"Sched",0
"xx4","Unknown",41,42,0,0.65,33,7,17,1999,43.4,"Sched",0
"xx5","Female",43,44,0,0.98,37,7,17,1999,47.9,"Camp Creek",1
"xx5","Female",43,44,0,2.1,46,8,8,1999,52.5,"Camp Creek",1
"xx7","Unknown",59,60,0,0.86,35,7,29,1999,46.3,"Oblivion 2",0
"xx8","Male",116,117,4,7.15,70,8,24,1999,74.3,"Pika Creek",0
"xx9","Male",70,71,0,1,36,8,5,1999,45.7,"H-Talus",0
70,"Female",102,103,3,4.8,,7,26,2007,"NA","West",1
70,"Female",102,103,3,"NA",,8,1,2007,"NA","West",1
"-","Female",536,560,3,5.67,,7,2,2007,"NA","K-Talus",1
"1L","Female",515,516,3,4.64,,7,25,2007,68.85,"West",1
"J3","Female",320,8009,3,0,,7,25,2007,"NA","Narnia",1
"T2","Female",209,210,3,5.06,,7,18,2007,"NA","Camp Creek",1
"T2","Female",209,210,3,0,,7,2,2007,"NA","K-Talus",1
"U11","Female",494,495,3,5.2,,7,2,2007,69.4,"K-Talus",1
"U7","Female",623,262,3,4.6,,7,25,2007,"NA","Narnia",1
"vp03","Male",8005,8006,1,1.9,57,8,14,2007,58.4,"Camp Creek",1
"vp03","Male",8003,8004,1,0,,7,2,2007,"NA","Narnia",1
"vp03","Male",8005,8006,1,2,,7,2,2007,"NA","Camp Creek",1
"vp04","Male",8007,8008,1,2.18,,7,2,2007,"NA","Camp Creek",1
"vp04","Male",8007,8008,1,3.53,,7,4,2007,"NA","Narnia",1
"vp04","Male",8007,8008,1,4.4,,7,14,2007,"NA","Camp Creek",1
"vp05","Female",8003,8004,2,3.68,58,7,4,2007,66.2,"Narnia",1
"vp05","Female",8003,8004,2,3.3,,7,4,2007,"NA","Narnia",1
"vp05","Female",8003,8004,2,3.7,,7,13,2007,"NA","Narnia",1
"vp05","Female",8003,8004,2,0,,7,14,2007,"NA","Narnia",1
"vp07","Male",8013,8014,1,1.7,50,7,22,2007,50,"Narnia",1
"vp07","Male",8013,8014,1,0,,7,30,2007,"NA","Narnia",1
"vp07","Male",8013,8014,1,0,,7,18,2007,"NA","Narnia",1
"vp07","Male",8013,8014,1,2.75,,7,20,2007,"NA","Narnia",1
"vp08","Unknown",8015,".",2,0,,8,1,2007,"NA","Camp Creek",1
"vp09","Unknown",8017,8018,1,1.75,"?",8,19,2007,"NA","Narnia",1
"vp10","Unknown",8016,".",2,3.55,60,7,13,2007,65,"Narnia",1
"vp10","Unknown",8016,8031,2,3.2,,7,13,2007,"NA","Camp Creek",1
"vp10","Unknown",8016,8031,2,4,,7,13,2007,"NA","Camp Creek",1
"vp11","Female",".",677,1,"NA",,7,14,2007,"NA","Narnia",1
"vp11","Female",8029,677,1,1.8,52,7,10,2007,58,"Narnia",1
"vp11","Female",8029,677,1,2.4,,7,18,2007,"NA","Narnia",1
"vp11","Female",8029,677,1,2.53,59,7,10,2007,75.75,"Narnia",1
"vp11","Female",8029,677,1,3.05,,7,18,2007,"NA","Narnia",1
"vp13","Female",684,685,1,1.65,41,7,10,2007,53.6,"West",1
"vp13","Female",684,685,1,1.8,,7,10,2007,"NA","West",1
"vp13","Female",684,685,1,2,,7,18,2007,"NA","K-Talus",1
"6C","Male",656,"?",3,0,,7,25,2007,"NA","West",1
"vp16","Male",8019,".",1,2.2,,7,13,2007,60.6,"West",1
"vp16","Male",8019,".",1,2.9,,7,14,2007,"NA","West",1
"vp17","Female",8020,".",1,2.03,57,7,30,2007,57.4,"West",1
"vp17","Female",8020,".",1,"NA",,7,14,2007,"NA","West",1
"vp17","Female",8020,".",1,4,,7,14,2007,"NA","West",1
"T2","Female",209,210,3,4.65,58.5,7,30,2007,72.25,"Camp Creek",1
"T2","Female",209,210,3,4.72,,7,17,2007,"NA","Camp Creek",1
"T2","Female",209,210,3,0,,7,20,2007,"NA","Camp Creek",1
"vp19","Male",".",9957,3,4.4,66,7,26,2007,74.85,"Camp Creek",1
"vp19","Male",".",9957,3,5.2,,8,3,2007,"NA","Camp Creek",1
"vp21","Male",".",8030,1,2.5,57,7,18,2007,59.5,"Narnia",1
"vp21","Male",".",8030,1,2.8,,7,18,2007,"NA","Narnia",1
"U9","Female",265,8041,3,4.2,66,7,20,2007,66.6,"K-Talus",1
"U9","Female",265,8041,3,4.35,,7,26,2007,"NA","K-Talus",1
"vp23","Male",8042,8043,3,4.4,68,7,20,2007,67.9,"K-Talus",1
"vp23","Male",8042,8043,3,4.5,,7,25,2007,"NA","K-Talus",1
"vp23","Male",8042,8043,3,6,,7,26,2007,"NA","K-Talus",1
"U7","Female",623,262,3,4.3,59,7,30,2007,67.1,"Narnia",1
"vp25","Female",8032,8033,1,2.3,,7,30,2007,57,"Narnia",1
"vp25","Female",8032,8033,1,2.28,,8,1,2007,"NA","Narnia",1
"vp25","Female",8032,8033,1,2.88,,8,3,2007,"NA","K-Talus",1
"vp26","Female",657,658,0,0.62,,8,1,2007,44.7,"K-Talus",1
"vp26","Female",657,658,0,1.5,,8,3,2007,"NA","K-Talus",1
"vp27","Female",".",659,2,3.1,,8,3,2007,67.7,"Camp Creek",1
"vp27","Female",".",659,2,3.5,,8,10,2007,"NA","Camp Creek",1
"vp27","Female",".",659,2,3.68,,8,10,2007,"NA","K-Talus",1
"J3","Female",320,".",3,5.2,,8,10,2007,"NA","Narnia",1
"vp29","Male",9951,9952,3,6.68,,8,19,2007,84.4,"Narnia",1
"vp29","Male",9951,9952,3,6.75,,7,20,2007,"NA","Narnia",1
"7K","Female",".",".",3,4.2,64.5,7,26,2007,70.8,"West",1
"7K","Female",,,3,4.55,,7,22,2007,"NA","West",1
"7K","Female",,,3,0,,8,3,2007,"NA","West",1
"7K","Female",,,3,5.19,,8,10,2007,"NA","West",1
"vp31","Female",663,664,3,5.65,69,8,11,2007,72.5,"K-Talus",1
"vp31","Female",".",664,3,6.5,,7,18,2007,"NA","K-Talus",1
"vp32","Male",665,666,1,2.83,55,7,23,2007,63.45,"K-Talus",1
"vp33","Male",667,668,1,2.6,55.5,8,10,2007,60.9,"West",1
"vp33","Male",667,668,1,3.15,,6,4,2007,"NA","West",1
"vp34","Male",669,670,1,2.8,,6,18,2007,"NA","West",1
"vp35","Male",671,672,0,0.95,34,6,16,2007,44,"K-Talus",1
"vp37","Male",673,674,0,1.01,39,6,21,2007,50,"West",1
"vp39","Female",600,4,0,1.35,,7,18,2007,50.95,"K-Talus",1
"vp40","Unknown",2,3,0,"NA",36,7,23,2007,49.33,"K-Talus",1
"vp40","Unknown",2,3,0,1.41,,8,2,2007,"NA","K-Talus",1
"vp41","Female",0,19,0,1.2,44,6,3,2007,47.2,"West",1
"vp41","Female",0,19,0,1.19,,6,15,2007,"NA","West",1
"vp42","Female",14,23,0,1.12,40,6,20,2007,51.9,"West",1
"vp43","Female",22,24,0,1.4,40,7,22,2007,51.3,"West",1
"vp44","Male",7,16,0,1.41,39,6,3,2007,53.45,"West",1
"vp45","Female",20,6,0,1.48,42,6,3,2007,49.3,"K-Talus",1
"vp46","Male",1,12,0,1.78,45,6,17,2007,55.9,"K-Talus",1
"vp48","Female",10,700,0,1.58,,7,17,2007,53.55,"K-Talus",1
"vp49","Female",8021,686,0,1.28,36,8,1,2007,51.1,"K-Talus",1
"vp50","Unknown",65,52,0,1.49,,6,3,2007,51.6,"K-Talus",1
"vp51","Female",60,57,0,1.75,,7,17,2007,53.35,"K-Talus",1
"vp53","Female",72,53,0,1.9,41,6,20,2007,54,"West",1
"Y1","Female",646,429,3,5.05,72,7,31,2007,71.85,"West",1
"Y1","Female",646,429,3,0,,8,2,2007,"NA","West",1
"Y1","Female",646,429,3,5.85,,8,11,2007,"NA","West",1
"Y1","Female",646,429,3,6,,8,11,2007,"NA","West",1
28,"Female",503,"-",3,3.6,62,8,11,2008,69.9,"Camp Creek",1
28,"Female",503,"-",3,0,,6,3,2008,"NA","Narnia",1
70,"Female",102,103,3,"NA",,6,17,2008,"NA","West",1
91,"Female",782,315,3,"NA",74,6,4,2008,74.4,"Camp Creek",1
"-","Female",536,560,3,5.55,65,6,18,2008,73.7,"K-Talus",1
"-","Female",536,560,3,5.4,,8,10,2008,"NA","K-Talus",1
"1L","Female",515,516,3,"NA",,6,4,2008,"NA","West",1
"7H","Male",624,625,3,4.5,64,6,17,2008,77.15,"West",1
"7H","Male",624,625,3,4.1,,7,17,2008,"NA","West",1
"U11","Female",576,495,3,3.85,59,6,20,2008,69.63,"K-Talus",1
"U11","Female",576,495,3,3.85,,7,22,2008,"NA","K-Talus",1
"U11","Female",576,495,3,4,,6,17,2008,"NA","K-Talus",1
"U11","Female",576,495,3,4.65,,6,20,2008,"NA","K-Talus",1
"U11","Female",576,495,3,4.9,,7,17,2008,"NA","K-Talus",1
"U11","Female",576,495,3,5.15,,8,1,2008,"NA","K-Talus",1
"vp03","Male",8005,8006,2,2.9,57,8,10,2008,66.3,"Narnia",1
"vp03","Male","A8005","A8006",2,3.4,,8,10,2008,"NA","Camp Creek",1
"vp03","Male",8005,8006,2,3.5,,6,16,2008,"NA","Camp Creek",1
"vp03","Male",8005,8006,2,4.9,,6,21,2008,"NA","Camp Creek",1
"vp04","Male","A8007","A8008",2,3.35,65,7,18,2008,70.2,"Camp Creek",1
"vp05","Female",8003,8004,3,3.6,58,7,23,2008,67.7,"Narnia",1
"vp05","Female","A8003","A8004",3,3.83,,7,31,2008,"NA","Narnia",1
"vp05","Female",8003,8004,3,4.7,,6,17,2008,"NA","Narnia",1
"vp05","Female",8003,8004,3,5.3,,7,21,2008,"NA","Narnia",1
"vp07","Male","A8013","A8014",2,3.45,63,7,27,2008,67.5,"Narnia",1
"vp07","Male",8013,8014,2,5,,7,31,2008,"NA","Narnia",1
"vp10","Unknown",8016,8031,3,"NA",61,8,2,2008,57.9,"Camp Creek",1
"vp100","Female",769,770,0,"NA",41,6,16,2008,52,"West",1
"vp101","Female",773,774,0,"NA",41.5,8,17,2008,50.2,"West",1
"vp102","Female",784,785,0,"NA",31.5,6,4,2008,52.73,"Camp Creek",1
"vp103","Male",786,787,0,"NA",30.5,6,4,2008,48.87,"Narnia",1
"vp104","Female",788,789,0,"NA",36,6,18,2008,45.47,"Narnia",1
"vp11","Female",8029,677,2,2.7,54.5,7,21,2008,64.5,"Narnia",1
"vp11","Female",8029,677,2,3.1,,7,27,2008,"NA","Narnia",1
"vp16","Male","A8019",732,2,2.85,58,7,27,2008,66.63,"West",1
"vp16","Male",8019,732,2,3.45,,8,10,2008,"NA","West",1
"6C","Male","?","?",3,"NA",,6,17,2008,"NA","West",1
"vp17","Female",8020,740,2,2.5,61,6,18,2008,65.4,"West",1
"vp17","Female",8020,740,2,2.9,,6,17,2008,"NA","West",1
"vp17","Female",8020,740,2,3.7,,7,27,2008,"NA","West",1
"vp19","Male",758,759,3,4.2,65,6,17,2008,73.17,"Camp Creek",1
"vp19","Male",758,759,3,5.9,,6,21,2008,"NA","Camp Creek",1
"vp21","Male",708,8030,2,3.9,63,7,18,2008,70.37,"Narnia",1
"vp21","Male",708,8030,2,3.9,,8,10,2008,"NA","Camp Creek",1
"vp21","Male",708,8030,2,5.3,,8,12,2008,"NA","Narnia",1
"vp21","Male",708,8030,2,6,,8,17,2008,"NA","Narnia",1
"U9","Female",265,8041,3,"NA",,6,21,2008,"NA","K-Talus",1
"U9","Female",265,8041,3,"NA",,7,18,2008,"NA","K-Talus",1
"vp23","Male",8042,8043,3,"NA",,7,23,2008,"NA","K-Talus",1
"vp23","Male",8042,8043,3,"NA",,8,17,2008,"NA","K-Talus",1
"vp26","Female",657,658,1,1.7,50,6,21,2008,58.4,"K-Talus",1
"vp26","Female",657,658,1,1.85,,7,18,2008,"NA","K-Talus",1
"vp26","Female",657,723,1,3,,7,23,2008,"NA","K-Talus",1
"vp26","Female",657,658,1,3,,8,4,2008,"NA","K-Talus",1
"vp26","Female",657,723,1,3.5,,7,21,2008,"NA","K-Talus",1
"J3","Female",320,707,3,4.55,62,6,3,2008,77.47,"Narnia",1
"7K","Female","noears","noears",3,4.65,,6,15,2008,"NA","West",1
"7K","Female","noears","noears",3,"NA",,6,3,2008,"NA","West",1
"7K","Female","noears","noears",3,"NA",,6,20,2008,"NA","West",1
"7K","Female","noears","noears",3,"NA",,7,18,2008,"NA","West",1
"vp31","Female",11,664,3,4.85,64,6,3,2008,74.65,"K-Talus",1
"vp31","Female",11,"-",3,"NA",,6,4,2008,"NA","K-Talus",1
"vp32","Male","-",666,2,"NA",,6,18,2008,"NA","K-Talus",1
"vp33","Male","?",668,2,2.75,61,6,4,2008,67,"West",1
"vp34","Male",669,735,2,2.8,65,7,31,2008,69.07,"West",1
"vp34","Male",669,735,2,3.45,,6,16,2008,"NA","West",1
"vp34","Male",669,735,2,4.85,,6,17,2008,"NA","West",1
"vp34","Male",669,735,2,"NA",,6,18,2008,"NA","West",1
"vp41","Female",0,19,1,"NA",,7,22,2008,"NA","West",1
"vp41","Female",0,19,1,"NA",,7,18,2008,"NA","West",1
"vp42","Female",14,23,1,1.5,51,7,22,2008,55.3,"West",1
"vp43","Female",22,24,1,1.75,51,7,18,2008,56.43,"West",1
"vp44","Male",7,16,1,1.8,50,7,22,2008,58.57,"West",1
"vp44","Male",7,16,1,"NA",,8,4,2008,"NA","West",1
"vp48","Female",10,700,1,1.25,45,8,3,2008,57.48,"K-Talus",1
"vp48","Female",10,700,1,1.6,,8,10,2008,"NA","K-Talus",1
"vp48","Female",10,700,1,1.75,,7,27,2008,"NA","K-Talus",1
"vp48","Female",10,700,1,3,,7,27,2008,"NA","K-Talus",1
"vp48","Female",10,700,1,"NA",,7,31,2008,"NA","K-Talus",1
"vp48","Female",10,700,1,"NA",,7,20,2008,"NA","K-Talus",1
"vp48","Female",10,700,1,"NA",,7,21,2008,"NA","K-Talus",1
"vp49","Female","A8021",686,1,1.6,49,6,21,2008,56.6,"K-Talus",1
"vp49","Female",8021,686,1,2.85,,7,18,2008,"NA","K-Talus",1
"vp49","Female",8021,686,1,3.8,,7,23,2008,"NA","K-Talus",1
"vp49","Female",8021,686,1,"NA",,8,17,2008,"NA","K-Talus",1
"vp50","Unknown",65,52,1,1.8,42,6,21,2008,56.77,"K-Talus",1
"vp50","Unknown",65,52,1,3.05,,7,18,2008,"NA","K-Talus",1
"vp50","Unknown",65,52,1,3.1,,7,23,2008,"NA","K-Talus",1
"vp50","Unknown",65,52,1,3.7,,8,4,2008,"NA","K-Talus",1
"vp53","Female",72,53,1,2.85,56,7,21,2008,61.5,"West",1
"T2","Female",731,730,3,4.25,58,6,3,2008,70.13,"Camp Creek",1
"T2","Female",731,730,3,4.7,,6,15,2008,"NA","Camp Creek",1
27,"Male",726,280,3,4.8,67,6,3,2008,78.37,"Narnia",1
27,"Male",726,280,3,5.25,,6,20,2008,"NA","Camp Creek",1
"vp55","Male",726,,3,6,,7,18,2008,"NA","Camp Creek",1
"vp56","Male",727,728,3,4.7,70,6,3,2008,74.23,"Narnia",1
"vp57","Male",734,733,3,3,60,6,4,2008,70.57,"West",1
"vp57","Male",734,733,3,3.6,,6,18,2008,"NA","West",1
"vp59","Female",736,738,3,2.5,57,6,4,2008,67.4,"West",1
"vp59","Female",736,738,3,"NA",,7,31,2008,"NA","West",1
"vp60","Female",742,741,3,2.8,60,6,5,2008,65.97,"K-Talus",1
"vp60","Female",742,741,3,3.15,,6,16,2008,"NA","K-Talus",1
"vp72","Male",748,749,1,1.95,53,6,17,2008,58.57,"West",1
"vp73","Unknown",745,744,2,2.5,,6,18,2008,"NA","West",1
"vp85","Male",719,720,3,5.2,,7,22,2008,"NA","Camp Creek",1
"vp87","Female",760,761,1,2.6,53,7,18,2008,61.07,"Camp Creek",1
"vp87","Female",760,761,1,3,,7,22,2008,"NA","Camp Creek",1
"vp88","Female",762,763,2,4.45,65,7,18,2008,64.67,"Camp Creek",1
"vp89","Female",764,765,1,2.95,54,7,22,2008,61.23,"Camp Creek",1
"vp89","Female",,,1,"NA",,8,4,2008,"NA","Camp Creek",1
"vp91","Female",725,724,0,1.95,52,8,3,2008,56.5,"Narnia",1
"vp93","Unknown","-","9?",3,"NA",,8,4,2008,"NA","Camp Creek",1
"vp93","Unknown","-","9?",3,"NA",,8,10,2008,"NA","Camp Creek",1
"vp94","Male",778,779,0,1.5,43,8,10,2008,55.2,"West",1
"vp95","Female",780,781,0,1.25,36,8,10,2008,53.27,"West",1
"vp37","Male",766,674,1,3.85,63,7,27,2008,62.17,"West",1
"vp98","Female",767,768,0,0.75,,7,27,2008,47.03,"West",1
"vp99","Female",771,772,0,1.1,41,7,31,2008,50.5,"West",1
"Y1","Female",646,429,3,5,69,7,20,2008,72.6,"West",1
"Y1","Female",646,429,3,"NA",,7,21,2008,"NA","West",1
